REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select housing indicators,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596449596,26.4.10.1,2141100,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596449596,26.4.10.1,2107200,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596449596,26.4.10.1,2151500,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596449602,26.4.11.1,304000,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596449602,26.4.11.1,342300,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596449602,26.4.11.1,382900,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596449608,26.4.12.1,1837100,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596449608,26.4.12.1,1764900,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596449608,26.4.12.1,1768600,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596449614,26.4.13.1,2107100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596449614,26.4.13.1,2151400,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449620,26.4.14.1,176000,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449620,26.4.14.1,230800,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449626,26.4.15.1,455300,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449626,26.4.15.1,407200,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449632,26.4.16.1,1475800,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449632,26.4.16.1,1513400,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596449638,26.4.17.1,2107200,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596449638,26.4.17.1,2151500,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449644,26.4.18.1,198800,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449644,26.4.18.1,208300,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449650,26.4.19.1,363300,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449650,26.4.19.1,421400,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449662,26.4.20.1,1545100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449662,26.4.20.1,1521800,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596449668,26.4.21.1,23800,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596449668,26.4.21.1,31000,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596449668,26.4.21.1,25900,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596449674,26.4.22.1,1500,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596449674,26.4.22.1,0,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596449674,26.4.22.1,700,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596449680,26.4.23.1,166200,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596449680,26.4.23.1,110100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596449680,26.4.23.1,144800,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596449686,26.4.24.1,78900,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596449686,26.4.24.1,67000,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596449686,26.4.24.1,48700,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596449692,26.4.25.1,227500,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596449692,26.4.25.1,232500,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596449692,26.4.25.1,289800,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596449698,26.4.26.1,175300,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596449698,26.4.26.1,121300,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596449698,26.4.26.1,166300,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596449704,26.4.27.1,440400,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596449704,26.4.27.1,365800,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596449704,26.4.27.1,337500,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596449710,26.4.28.1,97700,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596449710,26.4.28.1,138800,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596449710,26.4.28.1,64600,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596449716,26.4.29.1,765600,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596449716,26.4.29.1,749400,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596449716,26.4.29.1,671200,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596449728,26.4.30.1,168000,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596449728,26.4.30.1,134600,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596449728,26.4.30.1,151100,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596449734,26.4.31.1,411600,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596449734,26.4.31.1,311000,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596449734,26.4.31.1,240500,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596449740,26.4.32.1,55100,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596449740,26.4.32.1,35600,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596449740,26.4.32.1,51800,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596449746,26.4.33.1,624500,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596449746,26.4.33.1,608100,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596449746,26.4.33.1,651200,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596449752,26.4.34.1,18700,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596449752,26.4.34.1,27900,,,,0
2018,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596449758,26.4.35.1,24100,,,,0
2021,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596449758,26.4.35.1,12700,,,,0
2022,"Large urban population centres, Ontario",,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596449758,26.4.35.1,97800,,,,0
2018,"Large urban population centres, Ontario",,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596449800,26.5.1.1,1237700,,,,0
2021,"Large urban population centres, Ontario",,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596449800,26.5.1.1,1364000,,,,0
2022,"Large urban population centres, Ontario",,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596449800,26.5.1.1,1561600,,,,0
2018,"Large urban population centres, Ontario",,Renter,Single-detached house,Number of households,Number,223,units,0,v1596449866,26.5.2.1,90900,,,,0
2021,"Large urban population centres, Ontario",,Renter,Single-detached house,Number of households,Number,223,units,0,v1596449866,26.5.2.1,134700,,,,0
2022,"Large urban population centres, Ontario",,Renter,Single-detached house,Number of households,Number,223,units,0,v1596449866,26.5.2.1,170000,,,,0
2018,"Large urban population centres, Ontario",,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596449932,26.5.3.1,34200,,,,0
2021,"Large urban population centres, Ontario",,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596449932,26.5.3.1,45900,,,,0
2022,"Large urban population centres, Ontario",,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596449932,26.5.3.1,56500,,,,0
2018,"Large urban population centres, Ontario",,Renter,Row house,Number of households,Number,223,units,0,v1596449974,26.5.4.1,113700,,,,0
2021,"Large urban population centres, Ontario",,Renter,Row house,Number of households,Number,223,units,0,v1596449974,26.5.4.1,147000,,,,0
2022,"Large urban population centres, Ontario",,Renter,Row house,Number of households,Number,223,units,0,v1596449974,26.5.4.1,159500,,,,0
2018,"Large urban population centres, Ontario",,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596449980,26.5.5.1,45700,,,,0
2021,"Large urban population centres, Ontario",,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596449980,26.5.5.1,57700,,,,0
2022,"Large urban population centres, Ontario",,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596449980,26.5.5.1,34700,,,,0
2018,"Large urban population centres, Ontario",,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596449986,26.5.6.1,629900,,,,0
2021,"Large urban population centres, Ontario",,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596449986,26.5.6.1,649100,,,,0
2022,"Large urban population centres, Ontario",,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596449986,26.5.6.1,818000,,,,0
2018,"Large urban population centres, Ontario",,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596449992,26.5.7.1,308300,,,,0
2021,"Large urban population centres, Ontario",,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596449992,26.5.7.1,324700,,,,0
2022,"Large urban population centres, Ontario",,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596449992,26.5.7.1,321400,,,,0
2018,"Large urban population centres, Ontario",,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596449998,26.5.8.1,2200,,,,0
2021,"Large urban population centres, Ontario",,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596449998,26.5.8.1,3300,,,,0
2022,"Large urban population centres, Ontario",,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596449998,26.5.8.1,900,,,,0
2018,"Large urban population centres, Ontario",,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596450004,26.5.9.1,100,,,,0
2021,"Large urban population centres, Ontario",,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596450004,26.5.9.1,1600,,,,0
2022,"Large urban population centres, Ontario",,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596450004,26.5.9.1,600,,,,0
2018,"Large urban population centres, Ontario",,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596449806,26.5.10.1,1237700,,,,0
2021,"Large urban population centres, Ontario",,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596449806,26.5.10.1,1363900,,,,0
2022,"Large urban population centres, Ontario",,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596449806,26.5.10.1,1561600,,,,0
2018,"Large urban population centres, Ontario",,Renter,Condominium,Number of households,Number,223,units,0,v1596449812,26.5.11.1,183300,,,,0
2021,"Large urban population centres, Ontario",,Renter,Condominium,Number of households,Number,223,units,0,v1596449812,26.5.11.1,251800,,,,0
2022,"Large urban population centres, Ontario",,Renter,Condominium,Number of households,Number,223,units,0,v1596449812,26.5.11.1,288200,,,,0
2018,"Large urban population centres, Ontario",,Renter,Not condominium,Number of households,Number,223,units,0,v1596449818,26.5.12.1,1054400,,,,0
2021,"Large urban population centres, Ontario",,Renter,Not condominium,Number of households,Number,223,units,0,v1596449818,26.5.12.1,1112100,,,,0
2022,"Large urban population centres, Ontario",,Renter,Not condominium,Number of households,Number,223,units,0,v1596449818,26.5.12.1,1273400,,,,0
2021,"Large urban population centres, Ontario",,Renter,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596449824,26.5.13.1,1363900,,,,0
2022,"Large urban population centres, Ontario",,Renter,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596449824,26.5.13.1,1561600,,,,0
2021,"Large urban population centres, Ontario",,Renter,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449830,26.5.14.1,343400,,,,0
2022,"Large urban population centres, Ontario",,Renter,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449830,26.5.14.1,403900,,,,0
2021,"Large urban population centres, Ontario",,Renter,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449836,26.5.15.1,382700,,,,0
2022,"Large urban population centres, Ontario",,Renter,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449836,26.5.15.1,468900,,,,0
2021,"Large urban population centres, Ontario",,Renter,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449842,26.5.16.1,637800,,,,0
2022,"Large urban population centres, Ontario",,Renter,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449842,26.5.16.1,688800,,,,0
2021,"Large urban population centres, Ontario",,Renter,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596449848,26.5.17.1,1364000,,,,0
2022,"Large urban population centres, Ontario",,Renter,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596449848,26.5.17.1,1561600,,,,0
2021,"Large urban population centres, Ontario",,Renter,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449854,26.5.18.1,249700,,,,0
2022,"Large urban population centres, Ontario",,Renter,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596449854,26.5.18.1,332900,,,,0
2021,"Large urban population centres, Ontario",,Renter,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449860,26.5.19.1,293600,,,,0
2022,"Large urban population centres, Ontario",,Renter,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596449860,26.5.19.1,396700,,,,0
2021,"Large urban population centres, Ontario",,Renter,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449872,26.5.20.1,820700,,,,0
2022,"Large urban population centres, Ontario",,Renter,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596449872,26.5.20.1,832000,,,,0
2018,"Large urban population centres, Ontario",,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596449878,26.5.21.1,121800,,,,0
2021,"Large urban population centres, Ontario",,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596449878,26.5.21.1,131600,,,,0
2022,"Large urban population centres, Ontario",,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596449878,26.5.21.1,124800,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596449884,26.5.22.1,7100,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596449884,26.5.22.1,14300,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596449884,26.5.22.1,9800,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596449890,26.5.23.1,139600,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596449890,26.5.23.1,141300,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596449890,26.5.23.1,209900,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596449896,26.5.24.1,74300,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596449896,26.5.24.1,87600,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596449896,26.5.24.1,66700,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596449902,26.5.25.1,134300,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596449902,26.5.25.1,109600,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596449902,26.5.25.1,128400,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596449908,26.5.26.1,100100,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596449908,26.5.26.1,108600,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596449908,26.5.26.1,116800,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596449914,26.5.27.1,242100,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596449914,26.5.27.1,250300,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596449914,26.5.27.1,185300,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596449920,26.5.28.1,106800,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596449920,26.5.28.1,121000,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596449920,26.5.28.1,135100,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596449926,26.5.29.1,281900,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596449926,26.5.29.1,337100,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596449926,26.5.29.1,322400,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596449938,26.5.30.1,193100,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596449938,26.5.30.1,152900,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596449938,26.5.30.1,125200,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596449944,26.5.31.1,230200,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596449944,26.5.31.1,187500,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596449944,26.5.31.1,143000,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596449950,26.5.32.1,85600,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596449950,26.5.32.1,71900,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596449950,26.5.32.1,92600,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596449956,26.5.33.1,12700,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596449956,26.5.33.1,30900,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596449956,26.5.33.1,10900,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596449962,26.5.34.1,100300,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596449962,26.5.34.1,114400,,,,0
2018,"Large urban population centres, Ontario",,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596449968,26.5.35.1,25000,,,,0
2021,"Large urban population centres, Ontario",,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596449968,26.5.35.1,31300,,,,0
2022,"Large urban population centres, Ontario",,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596449968,26.5.35.1,279800,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596450430,27.3.1.1,33800,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596450430,27.3.1.1,49300,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596450430,27.3.1.1,34900,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596450496,27.3.2.1,26700,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596450496,27.3.2.1,33400,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596450496,27.3.2.1,19700,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596450562,27.3.3.1,4200,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596450562,27.3.3.1,8200,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596450562,27.3.3.1,2300,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596450604,27.3.4.1,1000,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596450604,27.3.4.1,4300,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596450604,27.3.4.1,9800,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596450610,27.3.5.1,1200,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596450610,27.3.5.1,2500,,,,0
