REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select housing indicators,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018,"London, Ontario",2021S0503555,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596489844,60.5.31.1,14400,,,,0
2021,"London, Ontario",2021S0503555,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596489844,60.5.31.1,13100,,,,0
2022,"London, Ontario",2021S0503555,Renter,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596489844,60.5.31.1,10000,,,,0
2018,"London, Ontario",2021S0503555,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596489850,60.5.32.1,8600,,,,0
2021,"London, Ontario",2021S0503555,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596489850,60.5.32.1,4900,,,,0
2022,"London, Ontario",2021S0503555,Renter,Moved for personal health reasons,Number of households,Number,223,units,0,v1596489850,60.5.32.1,6100,,,,0
2018,"London, Ontario",2021S0503555,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596489856,60.5.33.1,400,,,,0
2021,"London, Ontario",2021S0503555,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596489856,60.5.33.1,1400,,,,0
2022,"London, Ontario",2021S0503555,Renter,Moved to become a homeowner,Number of households,Number,223,units,0,v1596489856,60.5.33.1,400,,,,0
2021,"London, Ontario",2021S0503555,Renter,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596489862,60.5.34.1,8000,,,,0
2022,"London, Ontario",2021S0503555,Renter,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596489862,60.5.34.1,6700,,,,0
2018,"London, Ontario",2021S0503555,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596489868,60.5.35.1,5400,,,,0
2021,"London, Ontario",2021S0503555,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596489868,60.5.35.1,300,,,,0
2022,"London, Ontario",2021S0503555,Renter,Moved for another reason,Number of households,Number,223,units,0,v1596489868,60.5.35.1,17100,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596509230,78.3.1.1,44100,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596509230,78.3.1.1,41700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596509230,78.3.1.1,44800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596509296,78.3.2.1,37900,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596509296,78.3.2.1,32700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596509296,78.3.2.1,31200,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596509362,78.3.3.1,3000,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596509362,78.3.3.1,4300,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596509362,78.3.3.1,5800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596509404,78.3.4.1,700,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596509404,78.3.4.1,1800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596509404,78.3.4.1,4700,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596509410,78.3.5.1,0,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596509410,78.3.5.1,0,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596509410,78.3.5.1,1900,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596509416,78.3.6.1,400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596509416,78.3.6.1,500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596509416,78.3.6.1,1200,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596509422,78.3.7.1,2100,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596509422,78.3.7.1,1500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596509422,78.3.7.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596509428,78.3.8.1,0,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596509428,78.3.8.1,0,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596509428,78.3.8.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596509434,78.3.9.1,0,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596509434,78.3.9.1,1000,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596509434,78.3.9.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596509236,78.3.10.1,44100,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596509236,78.3.10.1,41700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596509236,78.3.10.1,44800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596509242,78.3.11.1,2900,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596509242,78.3.11.1,2200,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596509242,78.3.11.1,5000,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596509248,78.3.12.1,41200,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596509248,78.3.12.1,39500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596509248,78.3.12.1,39800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596509254,78.3.13.1,41700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596509254,78.3.13.1,44800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509260,78.3.14.1,4400,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509260,78.3.14.1,5900,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509266,78.3.15.1,16000,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509266,78.3.15.1,11800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509272,78.3.16.1,21300,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509272,78.3.16.1,27100,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596509278,78.3.17.1,41700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596509278,78.3.17.1,44800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509284,78.3.18.1,6500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509284,78.3.18.1,5500,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509290,78.3.19.1,6800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509290,78.3.19.1,7700,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509302,78.3.20.1,28400,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509302,78.3.20.1,31600,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596509308,78.3.21.1,200,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596509308,78.3.21.1,400,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596509308,78.3.21.1,2000,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596509314,78.3.22.1,0,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596509314,78.3.22.1,0,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596509314,78.3.22.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596509320,78.3.23.1,4600,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596509320,78.3.23.1,2800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596509320,78.3.23.1,3200,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596509326,78.3.24.1,0,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596509326,78.3.24.1,0,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596509326,78.3.24.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596509332,78.3.25.1,14900,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596509332,78.3.25.1,12400,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596509332,78.3.25.1,8800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596509338,78.3.26.1,2700,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596509338,78.3.26.1,3700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596509338,78.3.26.1,4000,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596509344,78.3.27.1,6100,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596509344,78.3.27.1,11500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596509344,78.3.27.1,1800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596509350,78.3.28.1,1400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596509350,78.3.28.1,4100,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596509350,78.3.28.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596509356,78.3.29.1,7900,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596509356,78.3.29.1,9900,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596509356,78.3.29.1,8900,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596509368,78.3.30.1,3400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596509368,78.3.30.1,2200,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596509368,78.3.30.1,800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596509374,78.3.31.1,8700,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596509374,78.3.31.1,7300,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596509374,78.3.31.1,2800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596509380,78.3.32.1,400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596509380,78.3.32.1,1400,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596509380,78.3.32.1,200,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596509386,78.3.33.1,31800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596509386,78.3.33.1,29800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596509386,78.3.33.1,33800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596509392,78.3.34.1,800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596509392,78.3.34.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596509398,78.3.35.1,0,,,,0
2021,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596509398,78.3.35.1,0,,,,0
2022,"Census agglomerations, Ontario",,Owner who is a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596509398,78.3.35.1,5100,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596509440,78.4.1.1,296600,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596509440,78.4.1.1,293500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596509440,78.4.1.1,316300,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596509506,78.4.2.1,257400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596509506,78.4.2.1,253100,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Single-detached house,Number of households,Number,223,units,0,v1596509506,78.4.2.1,262200,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596509572,78.4.3.1,12800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596509572,78.4.3.1,15900,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Semi-detached house,Number of households,Number,223,units,0,v1596509572,78.4.3.1,25800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596509614,78.4.4.1,9400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596509614,78.4.4.1,8500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Row house,Number of households,Number,223,units,0,v1596509614,78.4.4.1,12900,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596509620,78.4.5.1,4800,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596509620,78.4.5.1,7500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596509620,78.4.5.1,3900,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596509626,78.4.6.1,2000,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596509626,78.4.6.1,1500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596509626,78.4.6.1,2200,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596509632,78.4.7.1,4100,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596509632,78.4.7.1,7000,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596509632,78.4.7.1,7900,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596509638,78.4.8.1,400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596509638,78.4.8.1,0,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596509638,78.4.8.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596509644,78.4.9.1,900,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596509644,78.4.9.1,0,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596509644,78.4.9.1,1600,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596509446,78.4.10.1,296600,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596509446,78.4.10.1,293500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596509446,78.4.10.1,316300,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596509452,78.4.11.1,15300,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596509452,78.4.11.1,14700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596509452,78.4.11.1,15100,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596509458,78.4.12.1,281300,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596509458,78.4.12.1,278800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596509458,78.4.12.1,301200,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596509464,78.4.13.1,293500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596509464,78.4.13.1,316300,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509470,78.4.14.1,26100,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509470,78.4.14.1,26300,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509476,78.4.15.1,57800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509476,78.4.15.1,68500,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509482,78.4.16.1,209600,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509482,78.4.16.1,221500,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596509488,78.4.17.1,293500,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596509488,78.4.17.1,316400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509494,78.4.18.1,24100,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596509494,78.4.18.1,31100,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509500,78.4.19.1,38600,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596509500,78.4.19.1,42500,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509512,78.4.20.1,230800,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596509512,78.4.20.1,242800,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596509518,78.4.21.1,4300,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596509518,78.4.21.1,6700,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596509518,78.4.21.1,4500,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596509524,78.4.22.1,2400,,,,0
2021,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596509524,78.4.22.1,900,,,,0
2022,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596509524,78.4.22.1,0,,,,0
2018,"Census agglomerations, Ontario",,Owner who is not a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596509530,78.4.23.1,30200,,,,0
