REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select household characteristics,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595235344,56.3.6.1,7100,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595235344,56.3.6.1,14000,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595235344,56.3.6.1,10300,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595235350,56.3.7.1,2200,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595235350,56.3.7.1,3900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595235350,56.3.7.1,0,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595235356,56.3.8.1,45700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595235356,56.3.8.1,56900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595235356,56.3.8.1,62600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595235362,56.3.9.1,3400,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595235362,56.3.9.1,1800,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595235362,56.3.9.1,1200,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595235212,56.3.10.1,21500,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595235212,56.3.10.1,29700,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595235212,56.3.10.1,31300,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595235218,56.3.11.1,12100,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595235218,56.3.11.1,12700,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595235218,56.3.11.1,14700,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595235224,56.3.12.1,5900,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595235224,56.3.12.1,6900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595235224,56.3.12.1,10200,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595235230,56.3.13.1,2600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595235230,56.3.13.1,4300,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595235230,56.3.13.1,4300,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,65 to 74 years,Number of households,Number,223,units,0,v1595235236,56.3.14.1,300,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,65 to 74 years,Number of households,Number,223,units,0,v1595235236,56.3.14.1,1500,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,65 to 74 years,Number of households,Number,223,units,0,v1595235236,56.3.14.1,0,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,75 years and older,Number of households,Number,223,units,0,v1595235242,56.3.15.1,0,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,75 years and older,Number of households,Number,223,units,0,v1595235242,56.3.15.1,0,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,75 years and older,Number of households,Number,223,units,0,v1595235242,56.3.15.1,900,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, employment status",Number of households,Number,223,units,0,v1595235248,56.3.16.1,45700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, employment status",Number of households,Number,223,units,0,v1595235248,56.3.16.1,56800,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, employment status",Number of households,Number,223,units,0,v1595235248,56.3.16.1,62600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Employed,Number of households,Number,223,units,0,v1595235254,56.3.17.1,42600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Employed,Number of households,Number,223,units,0,v1595235254,56.3.17.1,50700,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Employed,Number of households,Number,223,units,0,v1595235254,56.3.17.1,57700,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Not employed,Number of households,Number,223,units,0,v1595235260,56.3.18.1,3100,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Not employed,Number of households,Number,223,units,0,v1595235260,56.3.18.1,6300,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Not employed,Number of households,Number,223,units,0,v1595235260,56.3.18.1,2400,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, visible minority status",Number of households,Number,223,units,0,v1595235266,56.3.19.1,45700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, visible minority status",Number of households,Number,223,units,0,v1595235266,56.3.19.1,56900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, visible minority status",Number of households,Number,223,units,0,v1595235266,56.3.19.1,62500,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595235278,56.3.20.1,12000,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595235278,56.3.20.1,18900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595235278,56.3.20.1,18900,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595235284,56.3.21.1,33700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595235284,56.3.21.1,38000,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595235284,56.3.21.1,39700,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595235290,56.3.22.1,45700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595235290,56.3.22.1,56900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595235290,56.3.22.1,62600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595235296,56.3.23.1,400,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595235296,56.3.23.1,3400,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595235296,56.3.23.1,5600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595235302,56.3.24.1,8400,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595235302,56.3.24.1,6900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595235302,56.3.24.1,10700,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595235308,56.3.25.1,18600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595235308,56.3.25.1,21300,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595235308,56.3.25.1,27200,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Easy to meet financial needs,Number of households,Number,223,units,0,v1595235314,56.3.26.1,12300,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Easy to meet financial needs,Number of households,Number,223,units,0,v1595235314,56.3.26.1,15100,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Easy to meet financial needs,Number of households,Number,223,units,0,v1595235314,56.3.26.1,12500,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595235320,56.3.27.1,5900,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595235320,56.3.27.1,10300,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is a first-time homebuyer,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595235320,56.3.27.1,6600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, household type",Number of households,Number,223,units,0,v1595235368,56.4.1.1,342700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, household type",Number of households,Number,223,units,0,v1595235368,56.4.1.1,349500,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, household type",Number of households,Number,223,units,0,v1595235368,56.4.1.1,305100,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - couple with children,Number of households,Number,223,units,0,v1595235434,56.4.2.1,116600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - couple with children,Number of households,Number,223,units,0,v1595235434,56.4.2.1,122000,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - couple with children,Number of households,Number,223,units,0,v1595235434,56.4.2.1,109800,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - couple without children,Number of households,Number,223,units,0,v1595235488,56.4.3.1,99600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - couple without children,Number of households,Number,223,units,0,v1595235488,56.4.3.1,100600,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - couple without children,Number of households,Number,223,units,0,v1595235488,56.4.3.1,69200,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - one-parent family,Number of households,Number,223,units,0,v1595235494,56.4.4.1,29800,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - one-parent family,Number of households,Number,223,units,0,v1595235494,56.4.4.1,27200,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-family household - one-parent family,Number of households,Number,223,units,0,v1595235494,56.4.4.1,24700,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Other family household,Number of households,Number,223,units,0,v1595235500,56.4.5.1,17800,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Other family household,Number of households,Number,223,units,0,v1595235500,56.4.5.1,27700,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Other family household,Number of households,Number,223,units,0,v1595235500,56.4.5.1,26800,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595235506,56.4.6.1,71900,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595235506,56.4.6.1,67100,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,One-person household,Number of households,Number,223,units,0,v1595235506,56.4.6.1,60000,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595235512,56.4.7.1,7000,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595235512,56.4.7.1,4900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Two-or-more-person non-family household,Number of households,Number,223,units,0,v1595235512,56.4.7.1,14600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595235518,56.4.8.1,342600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595235518,56.4.8.1,349400,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, age groups",Number of households,Number,223,units,0,v1595235518,56.4.8.1,305200,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595235524,56.4.9.1,2400,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595235524,56.4.9.1,1900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,15 to 24 years,Number of households,Number,223,units,0,v1595235524,56.4.9.1,3300,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595235374,56.4.10.1,19700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595235374,56.4.10.1,15200,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,25 to 34 years,Number of households,Number,223,units,0,v1595235374,56.4.10.1,18900,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595235380,56.4.11.1,58200,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595235380,56.4.11.1,68000,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,35 to 44 years,Number of households,Number,223,units,0,v1595235380,56.4.11.1,41300,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595235386,56.4.12.1,80100,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595235386,56.4.12.1,81700,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,45 to 54 years,Number of households,Number,223,units,0,v1595235386,56.4.12.1,59300,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595235392,56.4.13.1,85000,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595235392,56.4.13.1,88500,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,55 to 64 years,Number of households,Number,223,units,0,v1595235392,56.4.13.1,72300,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,65 to 74 years,Number of households,Number,223,units,0,v1595235398,56.4.14.1,59300,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,65 to 74 years,Number of households,Number,223,units,0,v1595235398,56.4.14.1,56400,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,65 to 74 years,Number of households,Number,223,units,0,v1595235398,56.4.14.1,63600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,75 years and older,Number of households,Number,223,units,0,v1595235404,56.4.15.1,37900,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,75 years and older,Number of households,Number,223,units,0,v1595235404,56.4.15.1,37700,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,75 years and older,Number of households,Number,223,units,0,v1595235404,56.4.15.1,46500,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, employment status",Number of households,Number,223,units,0,v1595235410,56.4.16.1,342700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, employment status",Number of households,Number,223,units,0,v1595235410,56.4.16.1,349500,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, employment status",Number of households,Number,223,units,0,v1595235410,56.4.16.1,305100,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Employed,Number of households,Number,223,units,0,v1595235416,56.4.17.1,215600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Employed,Number of households,Number,223,units,0,v1595235416,56.4.17.1,212100,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Employed,Number of households,Number,223,units,0,v1595235416,56.4.17.1,180700,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Not employed,Number of households,Number,223,units,0,v1595235422,56.4.18.1,126600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Not employed,Number of households,Number,223,units,0,v1595235422,56.4.18.1,137500,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Not employed,Number of households,Number,223,units,0,v1595235422,56.4.18.1,124100,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, visible minority status",Number of households,Number,223,units,0,v1595235428,56.4.19.1,342600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, visible minority status",Number of households,Number,223,units,0,v1595235428,56.4.19.1,349400,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, visible minority status",Number of households,Number,223,units,0,v1595235428,56.4.19.1,305200,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595235440,56.4.20.1,46800,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595235440,56.4.20.1,46000,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Belongs to a visible minority group,Number of households,Number,223,units,0,v1595235440,56.4.20.1,54600,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595235446,56.4.21.1,294700,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595235446,56.4.21.1,301900,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Does not belong to a visible minority group,Number of households,Number,223,units,0,v1595235446,56.4.21.1,249700,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595235452,56.4.22.1,342600,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595235452,56.4.22.1,349400,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,"Total, difficulty meeting financial needs",Number of households,Number,223,units,0,v1595235452,56.4.22.1,305200,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595235458,56.4.23.1,9500,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595235458,56.4.23.1,7000,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Very difficult to meet financial needs,Number of households,Number,223,units,0,v1595235458,56.4.23.1,11800,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595235464,56.4.24.1,32900,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595235464,56.4.24.1,31200,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Difficult to meet financial needs,Number of households,Number,223,units,0,v1595235464,56.4.24.1,44100,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595235470,56.4.25.1,140400,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595235470,56.4.25.1,138000,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Neither difficult nor easy to meet financial needs,Number of households,Number,223,units,0,v1595235470,56.4.25.1,118800,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Easy to meet financial needs,Number of households,Number,223,units,0,v1595235476,56.4.26.1,89900,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Easy to meet financial needs,Number of households,Number,223,units,0,v1595235476,56.4.26.1,104400,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Easy to meet financial needs,Number of households,Number,223,units,0,v1595235476,56.4.26.1,85800,,,,0
2018,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595235482,56.4.27.1,68000,,,,0
2021,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595235482,56.4.27.1,68800,,,,0
2022,"Ottawa-Gatineau, Ontario/Quebec",2021S0503505,Owner who is not a first-time homebuyer,Very easy to meet financial needs,Number of households,Number,223,units,0,v1595235482,56.4.27.1,43700,,,,0
